# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
29750,27.0,0.0,7.0,0.82,9.0,0.0,lying
30000,27.0,0.0,7.0,0.0,9.0,0.0,lying
30250,27.0,0.0,7.67,0.47,9.0,0.0,lying
30500,27.0,0.0,8.0,0.71,8.5,0.5,lying
30750,27.0,0.0,7.25,0.43,9.0,0.0,lying
31000,27.0,0.0,6.67,0.47,8.5,0.87,lying
31250,27.0,0.0,6.0,0.0,8.25,0.43,lying
31500,27.0,0.0,7.0,0.71,8.5,0.5,lying
31750,27.0,0.0,6.75,0.43,8.5,0.5,lying
32000,27.0,0.0,6.67,0.94,8.33,0.47,lying
32250,27.0,0.0,6.75,0.43,8.75,0.43,lying
32500,27.0,0.0,6.25,0.43,9.0,0.0,lying
32750,27.0,0.0,6.5,0.5,8.75,0.43,lying
33000,27.0,0.0,6.75,0.83,8.67,0.47,lying
33250,27.0,0.0,7.75,0.83,8.5,0.5,lying
33500,27.0,0.0,7.25,0.43,8.5,0.5,lying
33750,27.0,0.0,7.33,0.47,8.5,0.5,lying
34000,27.0,0.0,8.0,0.71,8.5,0.5,lying
34250,27.0,0.0,7.0,0.82,8.5,0.5,lying
34500,27.0,0.0,0.0,0.0,9.0,0.0,lying
34750,27.67,0.47,4.0,0.0,8.25,1.09,lying
35000,28.5,0.5,0.0,0.0,11.25,0.83,lying
35250,27.25,0.43,0.0,0.0,11.67,0.47,lying
35500,27.0,0.0,1.0,0.0,12.0,0.0,lying
35750,26.33,0.47,0.0,0.0,12.0,0.0,lying
36000,27.0,0.0,0.0,0.0,12.0,0.0,lying
36250,27.0,0.0,1.0,0.0,12.0,0.0,lying
36500,27.0,0.0,0.0,0.0,12.0,0.0,lying
36750,27.0,0.0,0.0,0.0,12.0,0.0,lying
37000,28.25,0.83,2.0,0.0,9.25,1.48,lying
37250,27.75,0.43,1.0,0.0,7.25,1.09,lying
37500,26.75,1.09,3.75,0.83,9.0,0.0,lying
37750,25.25,1.09,4.25,2.05,8.25,1.3,lying
38000,26.25,1.48,2.5,0.5,10.75,1.64,lying
38250,28.0,0.71,3.0,0.82,11.5,0.87,lying
38500,28.0,0.0,3.0,0.0,12.5,0.5,lying
38750,27.5,0.87,2.0,0.0,12.5,0.5,lying
39000,27.0,0.0,2.67,0.47,12.25,0.43,lying
39250,27.0,0.0,4.0,1.73,9.25,0.43,lying
39500,27.0,0.0,6.0,0.71,10.0,0.71,lying
39750,27.75,0.43,5.0,0.0,9.5,0.87,lying
40000,28.0,0.71,0.0,0.0,9.67,0.94,lying
40250,28.0,0.0,3.5,0.5,10.0,1.41,lying
40500,26.25,1.48,3.5,0.5,11.5,0.5,lying
40750,25.67,0.94,3.0,0.0,11.0,1.22,lying
41000,28.75,0.43,1.0,0.0,12.0,0.0,lying
41250,29.0,0.0,1.5,0.5,11.75,0.43,lying
41500,29.75,0.43,4.75,1.92,11.5,0.87,lying
41750,28.75,1.09,4.5,0.5,11.5,0.87,lying
42000,26.25,0.83,8.67,2.05,7.0,0.0,lying
42250,24.5,0.5,8.0,1.63,14.0,1.41,lying
42500,24.33,0.47,6.5,2.29,15.67,0.47,lying
42750,25.33,0.47,11.67,0.47,15.0,0.0,lying
43000,25.25,0.43,12.0,0.0,13.0,1.0,lying
43250,25.0,0.0,10.5,0.5,13.75,1.3,lying
43500,25.5,0.5,8.0,0.82,15.0,0.71,lying
43750,26.75,0.43,4.67,1.7,15.0,0.0,lying
44000,26.75,0.43,7.5,1.12,14.25,0.43,lying
44250,26.5,0.5,8.25,1.3,12.25,0.43,lying
44500,26.25,0.43,6.25,1.79,14.75,1.79,lying
44750,25.75,0.43,8.67,0.47,17.33,0.94,lying
45000,25.25,0.83,11.5,0.5,18.75,0.83,lying
45250,26.0,0.82,11.75,0.43,18.67,0.47,lying
45500,26.67,0.47,9.0,0.82,18.0,0.0,lying
45750,26.5,0.5,10.5,1.5,18.5,0.5,lying
46000,26.5,0.5,12.0,0.0,19.0,0.71,lying
46250,25.75,0.43,11.75,0.43,20.0,0.71,lying
46500,25.5,0.5,11.25,1.92,18.0,0.71,lying
46750,25.75,0.83,10.5,1.12,19.25,1.09,lying
47000,26.0,0.71,11.5,0.5,20.5,0.87,lying
47250,26.25,0.83,11.25,1.3,21.0,0.0,lying
47500,23.5,1.5,10.25,1.3,20.5,0.87,lying
47750,26.75,1.79,12.67,1.7,14.67,1.25,lying
48000,28.25,0.83,10.5,1.66,14.75,0.43,lying
48250,27.0,0.0,12.25,1.48,12.25,1.09,lying
48500,27.0,0.0,9.25,0.43,12.0,0.0,lying
48750,27.0,0.0,10.75,0.43,12.25,0.43,lying
49000,27.0,0.0,11.75,0.43,12.5,0.87,lying
49250,27.0,0.0,13.25,1.09,11.67,0.47,lying
49500,27.0,0.0,10.0,1.41,12.0,0.71,lying
49750,24.25,0.43,12.0,1.63,13.0,1.22,lying
50000,27.0,0.0,13.0,0.82,11.75,0.43,lying
50250,27.0,0.0,11.67,0.47,12.0,0.0,lying
50500,27.0,0.0,12.25,0.43,12.0,0.0,lying
50750,27.0,0.0,12.0,0.0,12.0,0.0,lying
51000,27.0,0.0,12.25,0.43,12.25,0.43,lying
51250,27.0,0.0,11.5,0.5,12.0,0.0,lying
51500,26.83,0.37,11.2,0.75,12.0,0.0,lying
51750,25.33,1.25,11.5,0.87,11.67,1.25,lying
52000,25.25,1.09,12.25,1.09,11.0,0.71,lying
52250,28.0,0.0,6.25,1.92,9.5,0.87,lying
52500,28.0,0.0,8.5,1.12,10.0,0.82,lying
52750,28.0,0.0,8.0,1.41,9.5,0.5,lying
53000,28.0,0.0,5.25,0.43,9.25,0.43,lying
53250,26.5,1.12,11.5,2.06,9.75,0.83,lying
53500,23.75,0.43,10.5,1.12,11.5,0.87,lying
53750,26.0,1.22,12.0,0.0,10.25,0.83,lying
54000,27.0,0.0,11.5,0.87,10.75,0.83,lying
54250,27.0,0.0,10.25,1.3,10.0,0.71,lying
54500,27.0,0.0,12.0,0.0,10.0,0.82,lying
54750,27.0,0.0,11.5,0.5,10.0,1.0,lying
55000,27.0,0.0,11.25,0.83,11.33,0.94,lying
55250,27.0,0.0,10.25,0.83,9.67,0.47,lying
55500,25.75,1.3,11.25,0.83,9.0,0.71,lying
55750,25.0,1.58,10.5,1.5,7.5,2.69,lying
56000,27.25,0.43,7.0,1.87,4.5,2.69,lying
56250,27.0,0.0,11.0,1.22,6.0,2.45,lying
56500,27.0,0.0,9.0,0.0,0.0,0.0,lying
56750,27.0,0.0,11.33,0.94,7.0,0.0,lying
57000,27.5,0.5,8.0,2.74,7.25,1.48,lying
57250,26.25,1.48,10.5,1.5,5.5,4.5,lying
57500,25.0,1.22,9.5,1.5,9.75,0.83,lying
57750,27.0,0.0,9.75,0.83,10.0,0.71,lying
58000,27.0,0.0,11.5,0.87,10.5,0.5,lying
58250,27.0,0.0,9.25,0.43,9.5,0.87,lying
58500,26.75,0.43,9.0,0.82,10.0,0.82,lying
58750,27.0,0.0,10.33,1.25,10.25,0.83,lying
59000,25.67,1.25,10.5,0.87,10.67,1.25,lying
59250,24.0,0.0,9.67,0.94,10.67,0.94,lying
59500,26.25,1.3,8.75,2.59,5.5,0.5,lying
59750,27.0,0.0,6.25,1.3,3.67,0.47,lying
60000,26.25,0.83,9.5,1.12,6.0,0.0,lying
60250,24.75,0.83,8.67,0.47,8.75,1.79,lying
60500,26.5,0.87,10.25,0.83,10.75,0.43,lying
60750,27.5,0.5,6.25,3.42,6.5,2.06,lying
61000,27.0,0.0,3.0,2.16,1.33,0.47,lying
61250,27.0,0.0,6.25,0.43,2.0,0.0,lying
61500,27.25,0.43,6.5,0.5,2.0,0.0,lying
61750,27.0,0.0,5.33,0.94,1.33,0.47,lying
62000,27.25,0.43,4.0,2.16,4.0,2.16,lying
62250,25.0,1.22,5.75,1.92,5.75,0.83,lying
62500,26.25,1.48,6.25,1.09,4.75,0.83,lying
62750,28.33,0.47,3.0,1.0,5.33,0.94,lying
63000,27.75,0.43,1.75,0.43,6.0,0.71,lying
63250,28.0,0.0,0.0,0.0,4.33,0.94,lying
63500,27.67,0.47,1.0,0.0,1.33,0.47,lying
63750,25.0,1.22,6.25,1.09,4.0,0.0,lying
64000,25.75,1.09,5.75,1.64,4.0,1.63,lying
64250,27.0,0.0,4.5,1.5,4.0,0.0,lying
64500,27.0,0.0,3.33,2.05,0.0,0.0,lying
64750,27.0,0.0,6.0,0.71,0.0,0.0,lying
65000,27.0,0.0,3.33,1.25,1.0,0.0,lying
65250,27.0,0.0,7.0,2.0,7.67,0.94,lying
65500,25.25,1.3,6.33,1.25,5.67,0.47,lying
65750,25.5,1.12,5.0,1.0,3.2,1.33,lying
66000,27.75,0.43,0.0,0.0,4.75,0.83,lying
66250,27.0,0.0,3.67,2.05,4.33,0.94,lying
66500,27.0,0.0,6.0,0.71,4.0,0.71,lying
66750,27.75,0.43,2.0,1.0,5.0,0.71,lying
67000,27.0,0.71,1.0,0.0,4.0,0.71,lying
67250,24.0,0.0,5.67,0.47,3.0,1.0,lying
67500,25.75,1.3,6.75,1.48,5.5,1.12,lying
67750,27.0,0.0,5.0,2.94,6.25,0.43,lying
68000,27.0,0.0,5.0,2.0,4.75,0.43,lying
68250,27.0,0.0,6.0,0.0,2.0,1.41,lying
68500,27.0,0.0,3.0,2.0,5.0,0.82,lying
68750,27.0,0.0,5.0,0.0,4.33,1.25,lying
69000,26.5,0.87,5.5,1.12,6.0,0.71,lying
69250,24.75,1.3,3.33,1.25,3.67,2.05,lying
69500,27.5,0.5,1.0,0.0,6.25,0.43,lying
69750,27.25,0.43,4.0,1.63,6.25,0.43,lying
70000,27.5,0.5,4.67,0.47,6.5,0.5,lying
70250,27.75,0.43,1.0,0.0,7.75,1.3,lying
70500,26.5,0.87,4.67,2.05,5.5,1.12,lying
70750,24.5,0.87,3.33,1.25,7.5,2.06,lying
71000,26.5,0.87,7.0,2.45,9.0,0.71,lying
71250,27.0,0.0,2.67,0.47,5.0,0.71,lying
71500,27.0,0.0,6.0,1.22,4.25,0.83,lying
71750,27.0,0.0,6.0,0.82,3.67,0.94,lying
72000,27.0,0.0,2.0,0.0,2.67,1.25,lying
72250,26.67,0.47,6.67,0.94,6.0,0.0,lying
72500,24.0,0.0,4.5,1.12,4.67,0.47,lying
72750,27.5,0.5,2.5,0.5,6.5,0.5,lying
73000,28.0,0.0,0.0,0.0,5.75,0.83,lying
73250,27.75,0.43,0.0,0.0,6.25,0.43,lying
73500,27.25,0.43,1.5,0.5,5.5,0.87,lying
73750,26.67,0.47,6.0,0.0,3.5,1.5,lying
74000,24.25,0.43,3.5,1.8,4.0,0.82,lying
74250,27.0,0.0,3.33,0.47,6.0,0.82,lying
74500,27.0,0.0,0.0,0.0,2.0,0.82,lying
74750,27.0,0.0,1.67,0.94,0.0,0.0,lying
75000,27.0,0.0,0.0,0.0,0.0,0.0,lying
75250,27.0,0.0,5.0,0.0,3.33,1.89,lying
75500,26.0,1.22,3.0,0.71,5.25,1.09,lying
75750,24.5,0.87,3.75,1.3,3.0,1.63,lying
76000,27.0,0.82,1.0,0.0,5.5,0.5,lying
76250,28.0,0.0,1.0,0.0,5.0,2.31,lying
76500,28.0,0.0,0.0,0.0,5.67,0.47,lying
76750,27.67,0.47,2.0,0.0,2.5,1.5,lying
77000,26.25,0.83,7.5,1.5,8.0,0.0,lying
77250,24.5,0.5,5.67,0.47,8.75,0.43,lying
77500,27.0,0.0,8.25,1.3,8.25,1.48,lying
77750,27.25,0.43,3.0,2.0,9.0,0.0,lying
78000,27.0,0.0,1.0,0.0,8.5,0.5,lying
78250,27.0,0.0,1.0,0.0,9.0,0.71,lying
78500,27.0,0.0,5.67,1.25,10.5,1.12,lying
78750,26.75,0.43,7.25,1.79,11.75,0.43,lying
79000,25.0,0.71,6.25,1.64,10.75,1.64,lying
79250,27.0,0.71,6.67,2.05,3.5,2.5,lying
79500,28.5,0.5,2.5,1.5,7.75,1.48,lying
79750,28.0,0.0,4.0,0.0,8.33,0.94,lying
80000,27.75,0.43,1.0,0.0,5.5,0.5,lying
80250,26.25,0.83,5.67,3.3,5.33,0.47,lying
80500,24.67,0.47,3.5,1.66,9.33,0.47,lying
80750,27.0,0.0,7.5,1.12,8.75,1.09,lying
81000,27.0,0.0,4.0,0.0,7.0,0.82,lying
81250,27.0,0.0,3.5,0.5,3.0,1.0,lying
81500,27.5,0.5,3.25,0.43,1.0,0.0,lying
81750,27.0,0.0,5.0,0.0,1.5,0.5,lying
82000,27.0,0.0,2.0,0.0,3.5,2.5,lying
82250,26.5,0.87,4.0,1.0,5.33,0.47,lying
82500,24.67,0.47,3.5,0.5,3.67,1.25,lying
82750,27.67,0.47,1.0,0.0,5.0,0.71,lying
83000,27.33,0.47,4.0,1.0,6.33,0.47,lying
83250,27.0,0.0,4.25,0.83,4.8,0.4,lying
83500,27.67,0.47,1.0,0.0,4.67,0.94,lying
83750,26.5,0.87,2.67,1.25,2.75,0.83,lying
84000,24.75,0.43,2.5,0.5,3.0,0.82,lying
84250,27.0,0.0,2.67,0.94,4.75,0.83,lying
84500,27.5,0.87,0.0,0.0,1.0,0.0,lying
84750,29.75,0.43,3.5,1.66,0.0,0.0,lying
85000,29.25,0.83,5.5,0.5,0.0,0.0,lying
85250,28.0,0.0,4.5,1.8,4.33,1.89,lying
85500,27.75,0.43,11.0,1.58,7.5,0.87,lying
85750,27.0,0.71,10.5,1.66,8.25,0.83,lying
86000,25.0,0.71,7.25,0.83,5.0,2.55,lying
86250,26.25,0.83,7.33,1.25,6.33,0.94,lying
86500,29.0,1.22,2.5,0.5,7.25,1.09,lying
86750,30.0,0.0,2.5,0.5,7.25,0.83,lying
87000,29.75,0.43,5.33,0.47,4.25,1.09,lying
87250,27.25,0.43,1.67,0.94,3.0,1.0,lying
87500,27.33,0.47,1.0,0.0,2.0,0.0,lying
87750,29.75,0.43,1.5,0.5,2.33,1.25,lying
88000,29.0,0.0,1.0,0.0,0.0,0.0,lying
88250,29.5,0.5,0.0,0.0,0.0,0.0,lying
88500,29.5,0.5,0.0,0.0,0.0,0.0,lying
88750,29.0,0.0,2.0,1.0,0.0,0.0,lying
89000,29.75,0.43,2.5,0.5,4.0,0.0,lying
89250,27.25,0.43,0.0,0.0,2.67,1.25,lying
89500,28.5,1.12,5.0,0.0,5.5,0.5,lying
89750,29.75,0.43,5.0,0.0,6.0,0.82,lying
90000,29.0,0.0,3.67,1.89,4.5,1.8,lying
90250,29.25,0.43,4.67,0.47,3.0,1.0,lying
90500,29.67,0.47,1.0,0.0,6.33,0.47,lying
90750,29.25,0.83,5.0,0.82,5.0,0.71,lying
91000,27.0,0.0,2.0,0.0,2.5,0.5,lying
91250,28.0,0.82,0.0,0.0,3.0,0.82,lying
91500,30.0,0.0,3.0,0.0,3.0,0.0,lying
91750,29.5,0.5,2.0,0.0,0.0,0.0,lying
92000,29.25,0.43,0.0,0.0,0.0,0.0,lying
92250,29.5,0.5,0.0,0.0,0.0,0.0,lying
92500,29.75,0.43,1.0,0.0,0.0,0.0,lying
92750,28.75,1.09,1.5,0.5,3.0,1.0,lying
93000,27.25,0.43,2.0,0.0,3.67,1.25,lying
93250,29.75,0.43,4.0,0.0,0.0,0.0,lying
93500,29.67,0.47,3.0,0.0,5.33,0.47,lying
93750,28.5,0.5,5.25,0.43,2.5,1.5,lying
94000,29.67,0.47,4.0,1.0,4.67,0.94,lying
94250,29.75,0.43,3.67,1.25,4.5,0.5,lying
94500,27.5,0.5,2.0,0.0,3.0,0.0,lying
94750,28.0,1.0,3.0,0.0,3.67,1.25,lying
95000,30.0,0.0,2.0,0.0,2.67,1.25,lying
95250,29.75,0.43,1.0,0.0,0.0,0.0,lying
95500,30.0,0.0,0.0,0.0,1.5,0.5,lying
95750,29.75,0.43,0.0,0.0,1.0,0.0,lying
96000,29.0,0.0,0.0,0.0,0.0,0.0,lying
96250,29.75,0.43,4.0,0.0,4.5,0.5,lying
96500,27.25,0.43,0.0,0.0,2.67,0.47,lying
96750,28.67,1.25,3.0,2.0,4.5,0.5,lying
97000,30.0,0.0,6.0,1.63,5.5,0.5,lying
97250,29.33,0.47,1.0,0.0,7.0,0.82,lying
97500,29.75,0.43,3.0,1.22,6.67,0.47,lying
97750,30.0,0.0,5.5,0.5,5.5,0.5,lying
98000,28.67,0.47,3.0,0.0,4.25,1.09,lying
98250,27.0,0.0,0.0,0.0,2.33,1.89,lying
98500,28.0,0.71,6.0,0.0,5.0,1.0,lying
98750,30.0,0.0,3.67,1.7,3.0,1.58,lying
99000,29.75,0.43,3.0,0.0,0.0,0.0,lying
99250,30.0,0.0,0.0,0.0,0.0,0.0,lying
99500,30.0,0.0,0.0,0.0,1.0,0.0,lying
99750,29.33,0.47,0.0,0.0,0.0,0.0,lying
100000,29.5,0.5,4.67,1.25,0.0,0.0,lying
100250,29.0,0.82,3.67,0.47,3.33,0.47,lying
100500,27.0,0.0,2.0,0.0,2.0,0.0,lying
100750,28.75,0.83,6.0,1.0,5.33,1.7,lying
101000,29.75,0.43,5.75,1.92,7.2,0.75,lying
101250,29.5,0.5,1.0,0.0,6.75,0.83,lying
101500,30.0,0.0,5.0,2.24,6.75,0.43,lying
101750,29.0,0.71,8.0,0.0,5.5,1.12,lying
102000,27.75,0.43,1.0,0.0,5.75,2.95,lying
102250,28.5,1.12,6.75,2.49,9.5,1.5,lying
102500,30.0,0.0,4.5,1.8,11.0,0.0,lying
102750,30.0,0.0,7.0,2.16,11.0,0.82,lying
103000,30.0,0.0,10.25,1.48,12.0,0.71,lying
103250,30.0,0.0,12.0,1.41,14.67,0.47,lying
103500,30.0,0.0,10.0,0.82,13.0,1.22,lying
103750,30.0,0.0,12.25,0.43,15.0,0.71,lying
104000,28.5,0.5,9.75,1.48,17.0,1.22,lying
104250,30.0,0.0,11.67,1.25,15.0,0.71,lying
104500,30.0,0.0,10.5,0.87,15.75,0.83,lying
104750,30.0,0.0,12.5,0.87,16.5,1.12,lying
105000,30.0,0.0,10.75,0.83,15.5,1.12,lying
105250,29.75,0.43,9.25,1.92,14.5,0.5,lying
105500,29.5,0.5,11.5,0.87,13.0,0.71,lying
105750,29.75,0.43,11.25,0.43,12.5,0.5,lying
106000,30.0,0.0,10.5,1.5,12.67,0.94,lying
106250,29.75,0.43,11.67,0.47,12.0,0.0,lying
106500,28.25,1.09,9.5,5.02,15.5,0.5,lying
106750,26.75,0.43,6.5,4.61,15.0,0.71,lying
107000,28.33,0.94,10.75,1.3,14.0,2.16,lying
107250,28.75,0.43,12.25,0.43,16.5,1.12,lying
107500,29.0,0.71,12.75,0.83,16.0,1.0,lying
107750,28.33,0.47,11.67,0.47,16.5,0.87,lying
108000,28.75,0.43,8.0,1.41,15.75,1.48,lying
108250,28.75,0.83,7.75,2.17,13.0,1.0,lying
108500,29.75,0.43,8.33,2.49,13.5,0.87,lying
108750,28.5,1.12,6.0,3.24,11.75,0.43,lying
109000,30.0,0.0,6.0,2.16,10.25,1.3,lying
109250,29.75,0.43,11.25,1.92,11.75,0.43,lying
109500,28.75,0.43,12.0,0.0,9.33,0.47,lying
109750,28.25,0.43,13.0,1.0,9.0,0.71,lying
110000,27.5,0.87,12.75,0.83,9.5,0.87,lying
110250,29.67,0.47,9.0,0.71,8.67,2.05,lying
110500,29.67,0.47,12.0,0.0,8.33,3.3,lying
110750,29.25,0.83,12.0,0.0,10.5,0.5,lying
111000,29.67,0.47,10.67,1.25,9.25,0.43,lying
111250,29.25,0.43,11.5,0.5,11.0,1.22,lying
111500,29.5,0.5,12.0,0.0,12.0,0.0,lying
111750,29.25,0.43,11.25,0.83,10.5,0.5,lying
112000,29.5,0.5,11.0,1.0,10.5,0.5,lying
112250,28.75,0.83,11.25,1.3,11.5,0.87,lying
112500,29.0,0.71,10.75,1.3,10.5,1.12,lying
112750,29.75,0.43,5.0,1.41,10.75,1.09,lying
113000,27.5,0.87,8.0,1.0,11.5,0.5,lying
113250,27.5,0.5,9.25,0.43,10.0,1.0,lying
113500,27.25,0.43,9.0,0.0,11.25,0.83,lying
113750,28.75,0.83,6.67,1.7,11.67,0.47,lying
114000,29.25,0.43,3.67,0.94,10.0,0.71,lying
114250,28.0,0.71,8.5,1.5,10.25,1.3,lying
114500,29.0,0.71,9.0,1.58,11.25,0.43,lying
114750,29.75,0.43,5.0,0.82,10.0,0.82,lying
115000,29.0,0.0,8.5,0.5,10.67,1.25,lying
115250,28.75,0.43,8.25,1.3,10.75,0.83,lying
115500,29.5,0.5,6.0,1.41,10.25,0.43,lying
115750,29.33,0.94,9.67,0.94,11.0,1.22,lying
116000,28.33,0.47,8.33,0.94,10.0,1.87,lying
116250,30.0,0.0,5.0,2.35,7.75,1.92,lying
116500,29.0,0.71,3.75,1.48,11.75,0.43,lying
116750,28.0,0.71,7.75,0.43,10.25,0.83,lying
117000,28.0,0.0,5.75,1.09,9.75,0.83,lying
117250,28.75,0.43,2.75,0.43,10.25,0.43,lying
117500,29.5,0.5,0.0,0.0,6.5,1.5,lying
117750,29.0,0.0,3.33,2.05,5.25,1.48,lying
118000,29.5,0.5,6.67,0.47,8.75,1.09,lying
118250,29.25,0.43,4.0,0.82,10.25,0.83,lying
118500,29.25,0.43,3.75,0.43,11.0,0.71,lying
118750,29.25,0.43,4.0,0.0,10.5,0.5,lying
119000,29.25,0.43,4.0,0.0,10.25,0.83,lying
119250,29.5,0.5,2.33,0.94,9.67,0.94,lying
119500,29.0,0.0,2.67,0.47,10.0,0.82,lying
119750,29.0,0.0,2.75,0.43,11.0,0.82,lying
0,48.0,0.0,6.25,0.43,2.0,0.71,lying
250,48.0,0.0,6.0,0.0,1.67,0.94,lying
500,48.0,0.0,6.0,0.0,2.0,1.0,lying
750,48.0,0.0,5.25,0.43,2.67,0.94,lying
1000,48.0,0.0,5.5,0.5,2.0,0.82,lying
1250,48.0,0.0,6.25,0.43,1.33,0.47,lying
1500,48.0,0.0,6.33,0.47,1.0,0.0,lying
1750,48.0,0.0,6.25,0.43,1.5,0.5,lying
2000,48.0,0.0,6.0,0.0,2.0,0.82,lying
2250,48.0,0.0,6.0,0.0,1.5,0.5,lying
2500,48.0,0.0,6.0,0.0,1.67,0.94,lying
2750,48.0,0.0,6.0,0.0,2.0,0.82,lying
3000,48.0,0.0,5.67,0.47,2.0,1.0,lying
3250,48.0,0.0,5.0,0.0,1.75,0.83,lying
3500,48.0,0.0,5.25,0.43,2.67,0.94,lying
3750,48.0,0.0,5.0,0.0,1.75,0.83,lying
4000,48.0,0.0,5.0,0.0,2.25,0.83,lying
4250,48.0,0.0,5.0,0.0,2.0,0.82,lying
4500,48.0,0.0,5.25,0.43,2.0,0.71,lying
4750,48.0,0.0,6.0,0.0,1.25,0.43,lying
5000,48.0,0.0,6.0,0.0,1.75,0.83,lying
5250,48.0,0.0,6.0,0.0,1.5,0.5,lying
5500,48.0,0.0,6.0,0.0,2.0,0.82,lying
5750,48.0,0.0,6.0,0.0,1.0,0.0,lying
6000,48.0,0.0,6.0,0.0,1.33,0.47,lying
6250,48.0,0.0,5.67,0.47,1.0,0.0,lying
6500,48.0,0.0,5.75,0.43,1.0,0.0,lying
6750,48.0,0.0,5.75,0.43,1.5,0.5,lying
7000,48.0,0.0,5.75,0.43,1.33,0.47,lying
7250,48.0,0.0,5.5,0.5,2.5,0.5,lying
7500,48.0,0.0,5.75,0.43,2.0,0.82,lying
7750,48.0,0.0,5.67,0.47,1.5,0.5,lying
8000,48.0,0.0,5.75,0.43,2.5,0.5,lying
8250,48.0,0.0,6.25,0.43,1.0,0.0,lying
8500,48.0,0.0,6.25,0.43,2.0,0.0,lying
8750,48.0,0.0,6.0,0.0,2.67,1.25,lying
9000,48.0,0.0,6.75,0.43,4.33,0.47,lying
9250,48.0,0.0,7.0,0.0,4.25,0.83,lying
9500,48.0,0.0,6.5,0.5,3.0,0.71,lying
9750,48.0,0.0,6.25,0.43,2.0,0.0,lying
10000,48.0,0.0,5.67,0.47,1.0,0.0,lying
10250,48.0,0.0,6.33,0.47,4.0,0.82,lying
10500,48.0,0.0,6.5,0.5,3.5,1.8,lying
10750,48.0,0.0,6.5,0.5,2.0,0.0,lying
11000,48.0,0.0,8.25,0.43,1.5,0.5,lying
11250,48.0,0.0,8.5,0.5,1.0,0.0,lying
11500,48.0,0.0,7.0,0.0,1.25,0.43,lying
11750,48.0,0.0,7.0,0.0,2.0,0.0,lying
12000,48.0,0.0,6.5,0.5,3.67,0.47,lying
12250,48.0,0.0,5.75,0.43,4.5,1.12,lying
12500,48.0,0.0,5.5,0.5,3.75,0.43,lying
12750,48.0,0.0,6.0,0.0,4.0,0.82,lying
13000,48.0,0.0,5.75,0.43,4.0,1.22,lying
13250,48.0,0.0,6.0,0.0,4.0,0.82,lying
13500,48.0,0.0,6.0,0.0,3.33,0.47,lying
13750,48.0,0.0,6.25,0.43,2.75,0.43,lying
14000,48.0,0.0,6.25,0.43,3.0,0.0,lying
14250,48.0,0.0,5.33,0.47,2.25,0.83,lying
14500,48.0,0.0,6.5,0.5,2.5,0.5,lying
14750,48.0,0.0,6.5,0.5,3.0,1.41,lying
15000,48.0,0.0,6.5,0.5,4.75,0.83,lying
15250,48.0,0.0,6.0,0.0,5.25,0.83,lying
15500,48.0,0.0,6.0,0.0,4.25,1.3,lying
15750,48.0,0.0,6.0,0.0,4.0,1.0,lying
16000,48.0,0.0,6.5,0.5,4.0,0.0,lying
16250,48.0,0.0,6.75,0.43,4.5,0.87,lying
16500,48.0,0.0,7.0,0.0,4.25,0.83,lying
16750,48.0,0.0,6.75,0.43,4.25,0.83,lying
17000,48.0,0.0,6.5,0.5,4.33,0.94,lying
17250,48.0,0.0,6.5,0.5,4.0,0.0,lying
17500,48.0,0.0,6.25,0.43,4.0,1.22,lying
17750,48.0,0.0,6.25,0.43,4.25,0.83,lying
18000,48.0,0.0,6.0,0.0,4.5,1.12,lying
18250,48.0,0.0,5.75,0.43,4.75,0.43,lying
18500,48.0,0.0,6.0,0.0,4.0,1.0,lying
18750,48.0,0.0,6.0,0.0,4.5,1.12,lying
19000,48.0,0.0,6.0,0.0,3.33,0.47,lying
19250,48.0,0.0,6.0,0.71,4.5,1.12,lying
19500,48.0,0.0,6.25,0.43,3.5,0.5,lying
19750,48.0,0.0,6.0,0.0,4.0,0.0,lying
20000,48.0,0.0,6.8,0.4,3.5,0.5,lying
20250,48.0,0.0,6.33,0.47,3.5,0.5,lying
20500,48.0,0.0,6.25,0.43,4.0,1.22,lying
20750,48.0,0.0,6.0,0.0,4.0,1.22,lying
21000,48.0,0.0,6.25,0.43,4.33,1.25,lying
21250,48.0,0.0,6.0,0.0,4.0,0.71,lying
21500,48.0,0.0,6.0,0.0,4.0,0.71,lying
21750,48.0,0.0,6.0,0.0,3.0,0.82,lying
22000,48.0,0.0,5.33,0.47,2.67,0.47,lying
22250,48.0,0.0,5.0,0.0,2.25,1.3,lying
22500,48.0,0.0,5.0,0.0,3.75,1.3,lying
22750,48.0,0.0,4.75,0.43,3.67,0.47,lying
23000,48.0,0.0,5.0,0.0,5.0,0.0,lying
23250,48.0,0.0,5.0,0.0,4.25,1.09,lying
23500,48.0,0.0,6.0,0.0,5.67,1.25,lying
23750,48.0,0.0,6.0,0.0,5.25,0.43,lying
24000,48.0,0.0,7.0,0.0,4.33,0.94,lying
24250,48.0,0.0,7.0,0.0,5.33,0.94,lying
24500,48.0,0.0,7.0,0.0,4.5,0.5,lying
24750,48.0,0.0,7.0,0.0,6.0,0.0,lying
25000,48.0,0.0,8.0,0.63,5.0,0.89,lying
25250,48.0,0.0,8.25,0.83,3.33,0.47,lying
25500,48.0,0.0,9.25,0.43,1.75,0.43,lying
25750,48.0,0.0,8.67,0.47,2.0,1.0,lying
